titulo_original;titulo_padronizado;id_todos_digitos;vaga_sap;cliente;tipo_contratacao;pais;estado;cidade;vaga_especifica_para_pcd;faixa_etaria;nivel_profissional;nivel_academico;nivel_ingles;nivel_espanhol;nivel;atuacao_tokenizadas;atividade_tokenizadas;competencias_tokenizadas
Data Engineering - Consultor/Manager - 14421865;Data Engineering Consultormanager;14421865;Não;Wade, Bernard and Bailey;CLT Full, PJ/Autônomo;Brasil;sao paulo;sao paulo;;De: Até:;analista;ensino superior completo;basico;basico;;projetos;level skill engenheiro dados descricao consultor engenharia dados senior responsavel por lideranca tecnica equipe traduzir requisitos negocios solucoes tecnicas aproveitando uma forte visao negocios analisar praticas processos procedimentos negocios atuais bem como identificar futuras oportunidades negocios para aproveitar servicos dados analises azure estimar custo dos servicos serem utilizados pelo cliente apoiar planejamento implementacao servicos dados fornecendo assistencia para dimensionamento configuracao realizando avaliacoes necessidades construir solucoes para transformacoes modernizacoes solucoes dados corporativos usando tecnologias dados nuvem azure projetar construir pipelines fluxos dados modernos levando consideracaoas melhores praticas disponibilizar dados aos usuarios finais usando powerbi aplicativos api azure qualquer outra plataforma experiencia visualizacao moderna implementar metricas processos monitoramento eficazes para todo ciclo vida projeto habilidades experiencias detalhadas lideranca tecnica experiencia comprovada transformar casos uso requisitos negocios solucoes tecnicas experiencia mapeamento processamento negocios solucoes dados analises capacidade conduzir perfis dados catalogacao mapeamento para projeto tecnico construcao fluxos dados tecnicos capacidade aplicar esses metodos para resolver problemas negocios usando mais servicos dados analise azure combinacao com construcao pipelines dados fluxos dados integracao sistemas necessario dominio sql sql necessario conhecimento toda stack dados azure conhecimento python imprecidivel experiencia preparacao dados para ciencia dados aprendizado maquina experiencia preparacao dados para uso azure machine learning azure databricks uma vantagem experiencia comprovada preparacao dados construcao pipelines dados para casos uso texto voz imagem etc projetar construir pipelines dados usando fluxos dados iot conhecimento padroes arquitetura lambda kappa conhecimento ferramentas processos master data management mdm data quality forte colaboracao equipe experiencia trabalho com equipes remotas conhecimento processos dev ops incluindo infraestrutura como fundamentos codigo experiencia trabalho com visual studio powershell scripting modelos arm experiencia com git tfs vsts obrigatoria sera diferencial certificacao certificacao databricks data engineer associate professional sobre voce lideranca tecnica inovacao comunicacao eficaz com clientes alta autonomia formacao tempo experiencia cargo anos localidade qualquer localidade nao requer idioma adicional;localidade qualquer localidade nao requer idioma adicional
Analytics Experiences - Analista - 14421336;Analytics Experiences Analista;14421336;Não;Wade, Bernard and Bailey;CLT Full, PJ/Autônomo;Brasil;sao paulo;sao paulo;;De: Até:;analista;ensino superior completo;basico;basico;;projetos;level descricao role family analytics experience nivel cargo descricao consultor visualizacao dados responsavel por implementar planos projeto torno ferramentas relatorios paineis informacoes geradores dados outros portais recursos informacoes usuario final contribuir para equipes que fornecem ferramentas gerenciamento relatorios dados baseados tecnologia para segmentos negocios empresa geral traga experiencia identifique especialistas assunto apoio aos esforcos multifuncionais para identificar interpretar produzir recomendacoes com base nos relatorios empresa nas necessidades dados aconselhar grupos negocios fornecendo relatorios tecnicos estrategicos que identificam abordam negocios problemas oportunidades gerar relatorios hoc conjuntos dados regulares relatar informacoes para usuarios finais usando ferramentas sistema consultas scripts banco dados data warehouse integrar dados multiplas fontes para produzir elementos dados solicitados necessarios programar manter relatorios formularios formatos paineis informacoes geradores dados relatorios predefinidos outros portais recursos informacoes usuario final pode criar especificacoes para relatorios com base solicitacoes comerciais habilidades experiencias detalhadas sql avancado instrucoes dml agregacoes subqueries criacao views procedures conceitos arquitetura modelagem dados power query functions variaveis analise performance tabelas analysis services linguagem linguagem dax calculate funcoes tempo summarize calculate table dax studio alm toolkit vertipaq analyzer data design storytelling dados power gateway dados complexos apis servicos autenticacao com protocolos seguranca power dataflow licenciamento pro premium precificacao experiencia com dados nao estruturados power conhecimentos frameworks ageis kanban scrum lideranca times lideranca times analytics conceitos python lgpd streaming dados integracao com outros servicos azure machine learning azure cognitive services certificacoes relacionadas dados sobre voce excelentes habilidades gestao comunicacao relacionamento direto continuo com clientes formacao tempo experiencia cargo anos;localidade qualquer localidade nao requer idioma adicional
Analista Fiscal Pleno - 1276;Analista Fiscal;1276;Não;Glover, Warren and Norris;CLT Full, PJ/Autônomo;Brasil;sao paulo;sao paulo;;De: Até:;pleno;ensino superior completo;intermediario;;PL;projetos;vaga analista fiscal pleno posicoes modelo trabalho hibrido dias presencialmente local vaga cidade sao paulo vila olimpia local vaga estado inicio imediato prazo ano;conhecimento tecnico requerido apuracao pis cofins preparo revisao efd contribuicoes icms ipi pis cofins impostos retidos fonte suas obrigacoes acessorias
Analista Fiscal Sênior - 1275;Analista Fiscal;1275;Não;Glover, Warren and Norris;PJ/Autônomo, CLT Full;Brasil;sao paulo;sao paulo;;De: Até:;senior;ensino superior completo;intermediario;;SR;projetos;vaga analista fiscal senior modelo trabalho hibrido dias presencialmente local vaga cidade sao paulo vila olimpia local vaga estado inicio imediato prazo ano fim projeto;conhecimento tecnico requerido apuracao pis cofins preparo revisao efd contribuicoes icms ipi pis cofins impostos retidos fonte suas obrigacoes acessorias
Supervisor Fiscal - 1274;Supervisor Fiscal;1274;Não;Glover, Warren and Norris;PJ/Autônomo, CLT Full;Brasil;sao paulo;sao paulo;;De: Até:;supervisor;ensino superior completo;intermediario;;;projetos;vaga supervisor fiscal modelo trabalho hibrido dias presencialmente local vaga cidade sao paulo vila olimpia local vaga estado inicio imediato prazo ano;conhecimento tecnico requerido apuracao pis cofins preparo revisao efd contribuicoes icms ipi pis cofins impostos retidos fonte suas obrigacoes acessorias prazo ate
Desenvolvedor .NET Fullstack Sênior - 1273;Desenvolvedor Net Fullstack;1273;Não;Glover, Warren and Norris;CLT Full, PJ/Autônomo;Brasil;sao paulo;sao paulo;;De: Até:;senior;ensino superior completo;intermediario;;SR;projetos;vaga desenvolvedor net fullstack modelo trabalho hibrido dias presencialmente local vaga cidade sao paulo chacara santo antonio local vaga estado inicio imediato prazo meses idioma ingles intermediario;conhecimento tecnico requerido plataforma net avancado entity framework bootstrap jquery sql server avancado oracle intermediario alm tfs intermediario avancado levantamento interpretacao requisitos avancado teste unitario intermediario avancado devops intermediario avancado entity framework intermediario avancado soa apis restful arquiteturas mvc intermediario avancado linguagens script javascript intermediario avancado html javascript css intermediario avancado competencia comportamental boa comunicacao raciocinio logico trabalhar colaborativamente orientado cliente foco nas entregas
Consultor Sênior Tax One/DW - 1272;Consultor Tax Onedw;1272;Não;Glover, Warren and Norris;CLT Full, PJ/Autônomo;Brasil;sao paulo;sao paulo;;De: Até:;senior;ensino superior completo;intermediario;;SR;projetos;vaga consultor senior tax one modelo trabalho hibrido dias presencialmente local vaga cidade sao paulo zona sul local vaga estado inicio imediato prazo ano idioma ingles intermediario;conhecimento tecnico requerido experiencia implementacao tax one tax analyser experiencia implementacao com erps sap oracle conhecimentos integracao com erps sap oracle boa comunicacao documentacao proatividade experiencia mapeamento negocio cliente solucao fiscal
Assist Adm Pleno (Recepção);Assist Adm Recepcao;;Não;Werner PLC;CLT Full;Brasil;bahia;salvador;;De: Até:;pleno;ensino medio completo;nenhum;;PL;administrativa;atividades recepcao visitantes agendamento espacos trabalho controle organizacao materiais liberacao acessos execucao tarefas administrativas seguindo esse mesmo modelo;atividades recepcao visitantes agendamento espacos trabalho controle organizacao materiais liberacao acessos execucao tarefas administrativas seguindo esse mesmo modelo unidade salvador
Analista Técnico Regulação Pleno_Compras OPME;Analista Tecnico Regulacao Plenocompras Opme;;Não;Werner PLC;CLT Full;Brasil;rio de janeiro;rio de janeiro;;De: Até:;pleno;ensino superior completo;nenhum;;;administrativa;reanalise negativas cancelamentos dos procedimentos exames medicacoes encaminhados para equipe medica garantindo que estejam conformidade com boa pratica assistencial com rol procedimentos cobertura obrigatoria minima agencia nacional saude suplementar com determinacoes registro bula agencia nacional vigilancia sanitaria com acordo coletivo vigente saude petrobras interface alinhamento casos com medicos assistentes solicitantes atraves contato telefonico com finalidade discutir adequar procedimentos cirurgicos solicitados respeitando seguindo normas regulatorias eticas definidas pelo conselho federal medicina conselhos regionais medicina agencia nacional vigilancia sanitaria agencia nacional saude suplementar comissao nacional incorporacao tecnologia sistema unico saude acompanhar dar subsidios tecnicos para demandas judiciais estabelecendo nexo causal buscando acoes melhoria operacional acompanhar dar subsidios tecnicos para demandas notificacao intermediacao preliminar nip estabelecendo nexo causal buscando acoes melhoria operacional reunioes recorrentes para acompanhamento fluxo resultados acompanhar processos tecnicos regulacao fluxos sla atraves das filas geradas identificar gargalos propor solucoes melhorias garantir que estejam acordo com normas tecnicas estabelecidas acompanhar responder demandas area ouvidoria demandas beneficiarios fale conosco acompanhar monitorar demandas garantia atendimento revisar procedimento operacional padrao regulacao estabelecer interface com regulacao gama para implantar melhoria operacional acao direta nas analises tecnicas todas etapas processo estabelecer interface com outras areas saude petrobras para alinhamentos gerenciamento melhorias participar reunioes projetos participar das reunioes estrategicas tecnicas administrativas desenvolver conhecimento tecnico das regras determinadas pela agencia nacional saude desenvolver relatorios excel dashboard power promover acolhimento com beneficiario operadora nos contatos diretos atraves ligacao gravada para esclarecimento negativas cancelamentos;exigivel ensino superior completo enfermagem desejavel pos graduacao auditoria especialidades conhecimento avancado auditoria tecnica procedimentos regulacao normas saude suplementar auditoria opme
Arquiteto Cloud e OpenText - 1270;Arquiteto Cloud E Opentext;1270;Não;Glover, Warren and Norris;CLT Full, PJ/Autônomo;Brasil;sao paulo;sao paulo;;De: Até:;analista;ensino superior completo;basico;;;projetos;vaga arquiteto cloud opentext modelo trabalho remoto inicio iniciar sendo alocacao meses prazo meses idioma ingles fluente;conhecimentos tecnicos requeridos arquiteto tera como responsabilidade avaliar propor solucoes cloud nosso cliente alem apoiar direcionar equipe nos entregaveis tambem fornecera suporte organizacao das operacoes fabricacao execucao atividades operacoes como suporte atualizacoes banco dados para servidores aplicativos migracao servidores aplicativos local para nuvem tratamento descobertas vulnerabilidades etc devera ser capaz executar suporte aplicativos servidores enquanto trabalha nessas atividades solucionar problemas que possam ocorrer interagir com equipe tecnica cliente para alinhamento instrucoes deve ser autogerenciado para executar trabalho com base priorizacao instrucoes equipe tecnica cliente conhecimentos tecnicos desejaveis solida experiencia mais anos com experiencia suporte infraestrutura aplicativos experiencia com plataformas nuvem principalmente aws azure forte conhecimento sistemas operacionais windows linux tecnologias virtualizacao vmware hyper proficiencia linguagens script por exemplo powershell excelentes habilidades comunicacao resolucao problemas
